YEAR,MONTH,LE,PROJECT NAME,AMOUNT,AMOUNT USD,TYPE,COUNTRY NAME,VAT RATE,VAT Currency,VAT USD
2025,11,Metasa Limited,Intelico,-605.18,-605.18,Chargeback,Burkina Faso,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,187.26,187.26,Sales,Chad,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-878.12,-878.12,Chargeback,South Africa,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,701.58,701.58,Sales,Israel,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,522.52,522.52,Reserve accrued,Serbia,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-552.52,-552.52,Chargeback,Korea (the Democratic People's Republic of),0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,825.3,825.3,Reserve accrued,Jamaica,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,639.4,639.4,Sales,Bulgaria,20.0,127.88,127.88
2025,11,Metasa Limited,Intelico,981.69,981.69,Sales,Malta,18.0,176.7042,176.7
2025,11,Metasa Limited,Intelico,797.05,797.05,Sales,Poland,23.0,183.3215,183.32
2025,11,Metasa Limited,Intelico,-887.44,-887.44,Refund,India,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,166.78,166.78,Sales,French Guiana,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,447.06,447.06,Sales,Cocos (Keeling) Islands (the),0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,571.97,571.97,Sales,Latvia,21.0,120.1137,120.11
2025,11,Metasa Limited,Intelico,152.55,152.55,Sales,Slovakia,23.0,35.0865,35.09
2025,11,Metasa Limited,Intelico,518.69,518.69,Sales,Timor-Leste,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,165.79,165.79,Sales,Madagascar,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-570.3,-570.3,Refund,Western Sahara*,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,345.06,345.06,Sales,Kiribati,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,197.33,197.33,Sales,Saint Vincent and the Grenadines,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,860.67,860.67,Sales,Antigua and Barbuda,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,912.73,912.73,Reserve accrued,Barbados,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-470.66,-470.66,Refund,Mauritania,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-837.12,-837.12,Chargeback,Tunisia,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-45.5,-45.5,Chargeback,Sint Maarten (Dutch part),0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,320.87,320.87,Sales,Botswana,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,640.45,640.45,Sales,Hungary,27.0,172.9215,172.92
2025,11,Metasa Limited,Intelico,-78.14,-78.14,Chargeback,Lebanon,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,207.69,207.69,Sales,Chad,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-534.34,-534.34,Refund,Russian Federation (the),0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,4.26,4.26,Reserve accrued,Colombia,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,55.79,55.79,Sales,Wallis and Futuna,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,155.38,155.38,Sales,Indonesia,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,450.26,450.26,Sales,Korea (the Democratic People's Republic of),0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,710.55,710.55,Sales,Botswana,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,700.01,700.01,Sales,Holy See (the),0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,723.45,723.45,Reserve accrued,Burundi,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-794.38,-794.38,Refund,Sudan (the),0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,149.04,149.04,Sales,Sweden,25.0,37.26,37.26
2025,11,Metasa Limited,Intelico,-155.65,-155.65,Refund,Ethiopia,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,636.86,636.86,Sales,Saint Lucia,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,67.56,67.56,Sales,Luxembourg,17.0,11.4852,11.49
2025,11,Metasa Limited,Intelico,23.67,23.67,Sales,Hong Kong,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,153.51,153.51,Sales,"Tanzania, the United Republic of",0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,778.24,778.24,Sales,Mauritania,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-742.0,-742.0,Refund,Kazakhstan,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,377.49,377.49,Sales,Jordan,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,317.86,317.86,Reserve accrued,Indonesia,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,836.26,836.26,Sales,Kyrgyzstan,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,462.44,462.44,Sales,Jordan,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-124.42,-124.42,Chargeback,Western Sahara*,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,658.54,658.54,Sales,Marshall Islands (the),0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-411.27,-411.27,Chargeback,Sweden,25.0,-102.8175,-102.82
2025,11,Metasa Limited,Intelico,572.89,572.89,Sales,India,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,174.72,174.72,Sales,Moldova (the Republic of),0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-26.23,-26.23,Refund,Latvia,21.0,-5.5083,-5.51
2025,11,Metasa Limited,Intelico,324.0,324.0,Sales,Türkiye,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-949.47,-949.47,Refund,Eritrea,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,504.95,504.95,Sales,Moldova (the Republic of),0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-75.13,-75.13,Chargeback,Austria,20.0,-15.026,-15.03
2025,11,Metasa Limited,Intelico,51.32,51.32,Sales,Barbados,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,456.33,456.33,Sales,Gambia (the),0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-174.29,-174.29,Chargeback,Panama,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,943.92,943.92,Sales,Dominica,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,742.35,742.35,Sales,Mayotte,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-766.54,-766.54,Refund,Gambia (the),0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,346.24,346.24,Sales,Saint Barthélemy,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,959.79,959.79,Reserve accrued,Dominican Republic (the),0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,725.32,725.32,Sales,Kiribati,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-247.77,-247.77,Chargeback,Seychelles,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,314.09,314.09,Reserve accrued,United Arab Emirates (the),0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-194.64,-194.64,Refund,China,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,407.78,407.78,Sales,Austria,20.0,81.556,81.56
2025,11,Metasa Limited,Intelico,269.98,269.98,Sales,Jersey,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-505.42,-505.42,Refund,Korea (the Democratic People's Republic of),0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-86.02,-86.02,Chargeback,Viet Nam,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,154.91,154.91,Sales,Georgia,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,80.63,80.63,Sales,Jamaica,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,200.01,200.01,Reserve accrued,South Georgia and the South Sandwich Islands,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-157.47,-157.47,Chargeback,Australia,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,691.1,691.1,Sales,Switzerland,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,35.81,35.81,Sales,Saudi Arabia,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-455.15,-455.15,Refund,Taiwan (Province of China),0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,940.65,940.65,Reserve accrued,Panama,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-761.54,-761.54,Refund,Armenia,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,688.02,688.02,Sales,Dominica,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,586.25,586.25,Reserve accrued,Malaysia,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-737.27,-737.27,Refund,Thailand,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,648.56,648.56,Sales,Eritrea,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,227.78,227.78,Reserve accrued,Peru,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,746.44,746.44,Sales,Holy See (the),0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,244.33,244.33,Sales,Croatia,25.0,61.0825,61.08
2025,11,Metasa Limited,Intelico,180.02,180.02,Sales,Åland Islands,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-57.14,-57.14,Chargeback,Chad,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-510.05,-510.05,Chargeback,Aruba,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,841.11,841.11,Reserve accrued,Costa Rica,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-298.07,-298.07,Refund,Ghana,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-31.45,-31.45,Refund,Qatar,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,521.51,521.51,Sales,Saint Martin (French part),0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,353.92,353.92,Sales,Tonga,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-829.15,-829.15,Refund,Gabon,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,479.44,479.44,Sales,Lithuania,21.0,100.6824,100.68
2025,11,Metasa Limited,Intelico,989.33,989.33,Sales,Uganda,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,36.97,36.97,Sales,Serbia,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,299.92,299.92,Sales,Kyrgyzstan,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-512.45,-512.45,Refund,Isle of Man,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-892.26,-892.26,Chargeback,Ireland,23.0,-205.2198,-205.22
2025,11,Metasa Limited,Intelico,384.91,384.91,Sales,Liberia,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-433.15,-433.15,Chargeback,Australia,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-581.83,-581.83,Chargeback,Azerbaijan,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,159.92,159.92,Sales,Heard Island and McDonald Islands,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,652.89,652.89,Sales,Zambia,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,780.64,780.64,Sales,Guam,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-425.8,-425.8,Refund,Qatar,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,930.92,930.92,Sales,Romania,21.0,195.4932,195.49
2025,11,Metasa Limited,Intelico,202.0,202.0,Sales,Nauru,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,616.47,616.47,Sales,Benin,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,254.91,254.91,Reserve accrued,Czech Republic,21.0,0.0,0.0
2025,11,Metasa Limited,Intelico,855.9,855.9,Sales,Iceland,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,891.25,891.25,Sales,Timor-Leste,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-495.86,-495.86,Chargeback,Singapore,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,85.0,85.0,Sales,Cook Islands (the),0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-887.9,-887.9,Chargeback,Mexico,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-466.81,-466.81,Refund,Belize,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,979.9,979.9,Sales,Congo (the),0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,320.96,320.96,Sales,Eswatini,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,400.61,400.61,Sales,Mauritania,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,42.58,42.58,Reserve accrued,North Macedonia,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,891.4,891.4,Sales,Pakistan,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,405.98,405.98,Reserve accrued,Kiribati,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-888.68,-888.68,Chargeback,Liechtenstein,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-614.03,-614.03,Chargeback,Virgin Islands (British),0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-27.49,-27.49,Chargeback,Central African Republic (the),0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,722.72,722.72,Sales,Saudi Arabia,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,403.55,403.55,Sales,Sri Lanka,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,793.65,793.65,Sales,North Macedonia,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,427.84,427.84,Sales,Philippines (the),0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,573.22,573.22,Sales,Solomon Islands,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,632.37,632.37,Reserve accrued,South Sudan,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,686.46,686.46,Sales,New Zealand,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-426.81,-426.81,Chargeback,Turkmenistan,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-119.42,-119.42,Refund,United States of America (the),0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,448.18,448.18,Sales,Cocos (Keeling) Islands (the),0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-408.37,-408.37,Chargeback,Kyrgyzstan,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-66.99,-66.99,Chargeback,Philippines (the),0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,345.33,345.33,Sales,Mozambique,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,345.32,345.32,Reserve accrued,Ghana,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-725.1,-725.1,Chargeback,Guatemala,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,700.7,700.7,Sales,Tajikistan,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-125.04,-125.04,Chargeback,Tajikistan,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,718.08,718.08,Sales,Anguilla,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-999.95,-999.95,Chargeback,Burkina Faso,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,187.41,187.41,Sales,El Salvador,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-585.92,-585.92,Refund,Romania,21.0,-123.0432,-123.04
2025,11,Metasa Limited,Intelico,85.71,85.71,Reserve accrued,Mayotte,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,112.48,112.48,Sales,Bahamas (the),0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,721.74,721.74,Reserve accrued,Sri Lanka,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-399.72,-399.72,Chargeback,Finland,25.5,-101.9286,-101.93
2025,11,Metasa Limited,Intelico,-462.29,-462.29,Chargeback,Hungary,27.0,-124.8183,-124.82
2025,11,Metasa Limited,Intelico,486.43,486.43,Sales,Iran (Islamic Republic of),0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,86.47,86.47,Sales,British Indian Ocean Territory (the),0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,614.42,614.42,Reserve accrued,Norfolk Island,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,251.07,251.07,Sales,Japan,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,802.27,802.27,Sales,India,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,722.73,722.73,Reserve accrued,Cuba,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,645.06,645.06,Sales,Afghanistan,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,954.11,954.11,Sales,Andorra,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-84.49,-84.49,Refund,Germany,19.0,-16.0531,-16.05
2025,11,Metasa Limited,Intelico,858.91,858.91,Sales,Benin,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-376.12,-376.12,Refund,Cameroon,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,730.59,730.59,Sales,Sweden,25.0,182.6475,182.65
2025,11,Metasa Limited,Intelico,641.33,641.33,Sales,Madagascar,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,891.25,891.25,Reserve accrued,Bermuda,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-239.72,-239.72,Refund,South Sudan,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,261.79,261.79,Sales,"Palestine, State of",0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,368.22,368.22,Sales,Lebanon,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-80.73,-80.73,Chargeback,Viet Nam,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,473.3,473.3,Sales,Cuba,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,110.32,110.32,Sales,Bermuda,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,602.34,602.34,Sales,Japan,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,694.73,694.73,Sales,Madagascar,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,710.13,710.13,Sales,Bermuda,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-909.94,-909.94,Chargeback,Algeria,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,609.4,609.4,Sales,Central African Republic (the),0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,461.01,461.01,Sales,Bahamas (the),0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,52.84,52.84,Sales,Kyrgyzstan,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,523.82,523.82,Sales,Lebanon,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,337.34,337.34,Sales,Lesotho,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,919.35,919.35,Reserve accrued,South Georgia and the South Sandwich Islands,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,883.89,883.89,Sales,French Guiana,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-945.33,-945.33,Chargeback,Morocco,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,183.49,183.49,Sales,Qatar,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-537.68,-537.68,Chargeback,Martinique,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-348.8,-348.8,Refund,Morocco,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,422.46,422.46,Reserve accrued,Cambodia,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,983.5,983.5,Sales,Montserrat,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-780.65,-780.65,Refund,Barbados,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-443.59,-443.59,Refund,Moldova (the Republic of),0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,830.11,830.11,Sales,Eritrea,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-290.01,-290.01,Chargeback,Guinea-Bissau,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,723.13,723.13,Sales,Canada,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,146.06,146.06,Reserve accrued,Côte d'Ivoire,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,514.83,514.83,Sales,Madagascar,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,680.35,680.35,Sales,Uzbekistan,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,852.81,852.81,Sales,Israel,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-613.54,-613.54,Refund,Lao People's Democratic Republic (the),0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,314.56,314.56,Sales,Guatemala,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,70.07,70.07,Sales,Nicaragua,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,280.89,280.89,Reserve accrued,Burkina Faso,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,821.21,821.21,Sales,North Macedonia,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,344.03,344.03,Sales,Poland,23.0,79.1269,79.13
2025,11,Metasa Limited,Intelico,702.24,702.24,Sales,Faroe Islands (the),0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,993.35,993.35,Sales,Marshall Islands (the),0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,437.26,437.26,Reserve accrued,Cabo Verde,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,780.21,780.21,Sales,Ecuador,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,856.62,856.62,Sales,Northern Mariana Islands (the),0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-184.63,-184.63,Refund,Fiji,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,728.0,728.0,Sales,Libya,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,892.34,892.34,Sales,Tonga,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-954.46,-954.46,Chargeback,Cuba,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,235.83,235.83,Sales,Sri Lanka,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,714.38,714.38,Reserve accrued,Luxembourg,17.0,0.0,0.0
2025,11,Metasa Limited,Intelico,241.06,241.06,Sales,Greenland,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,660.57,660.57,Reserve accrued,Lao People's Democratic Republic (the),0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-328.82,-328.82,Chargeback,Belgium,21.0,-69.0522,-69.05
2025,11,Metasa Limited,Intelico,-4.05,-4.05,Refund,Morocco,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-221.56,-221.56,Refund,Pakistan,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,166.76,166.76,Sales,Sweden,25.0,41.69,41.69
2025,11,Metasa Limited,Intelico,958.46,958.46,Sales,Turks and Caicos Islands (the),0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-90.17,-90.17,Refund,Northern Mariana Islands (the),0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,-348.82,-348.82,Refund,Guinea-Bissau,0.0,0.0,0.0
2025,11,Metasa Limited,Intelico,727.18,727.18,Sales,Greece,0.0,0.0,0.0
