YEAR,MONTH,LE,PROJECT NAME,AMOUNT,AMOUNT USD,TYPE,COUNTRY NAME,VAT RATE,VAT Currency,VAT USD
2025,10,Metasa Limited,,178.91,153.9,CAPTURE_FEE,Indonesia,0.0,0.0,0.0
2025,10,Metasa Limited,Intelico,-309.65,-309.65,CHARGEBACK,Lebanon,0.0,-0.0,-0.0
2025,10,Metasa Limited,,221.88,168.69,DISCOUNT_FEE,"Bonaire, Sint Eustatius and Saba",0.0,0.0,0.0
2025,10,Metasa Limited,Intelico,362.79,309.82,CAPTURE_FEE,Botswana,0.0,0.0,0.0
2025,10,Metasa Limited,Intelico,-608.43,-518.14,CHARGEBACK,Estonia,24.0,-146.02319999999997,-124.35
2025,10,Metasa Limited,Intelico,-7.86,-6.76,CHARGEBACK,Germany,19.0,-1.4934,-1.28
2025,10,Metasa Limited,Intelico,-941.32,-941.32,REFUND,Lao People's Democratic Republic (the),0.0,-0.0,-0.0
2025,10,Proto Group Ltd.,Intelico,-554.7,-412.69,CHARGEBACK,Singapore,0.0,-0.0,-0.0
2025,10,Proto Group Ltd.,,-170.77,-126.71,CHARGEBACK,Cyprus,19.0,-32.4463,-24.08
2025,10,Metasa Limited,,24.75,24.75,SALE,French Polynesia,0.0,0.0,0.0
2025,10,Metasa Limited,Dreamly,151.8,130.58,CAPTURE_FEE,Rwanda,0.0,0.0,0.0
2025,10,Proto Group Ltd.,,478.56,359.66,VAT,Bulgaria,20.0,0.0,0.0
2025,10,Metasa Limited,Intelico,522.33,387.36,VAT,Libya,0.0,0.0,0.0
2025,10,Metasa Limited,,-245.34,-245.34,CHARGEBACK,Chile,0.0,-0.0,-0.0
2025,10,Metasa Limited,Intelico,650.8,650.8,DISCOUNT_FEE,Zimbabwe,0.0,0.0,0.0
2025,10,,Intelico,729.94,627.27,SALE,Saint Vincent and the Grenadines,0.0,0.0,0.0
2025,10,Metasa Limited,Intelico,57.63,42.98,SALE,Morocco,0.0,0.0,0.0
2025,10,,,-663.77,-492.52,REFUND,Netherlands,21.0,-139.3917,-103.43
2025,10,Metasa Limited,,395.49,395.49,SALE,Zambia,0.0,0.0,0.0
2025,10,Proto Group Ltd.,Intelico,-758.55,-652.8,CHARGEBACK,Martinique,0.0,-0.0,-0.0
2025,10,Metasa Limited,,855.04,855.04,DISCOUNT_FEE,Puerto Rico,0.0,0.0,0.0
2025,10,Metasa Limited,Intelico,5.43,4.07,VAT,Belgium,21.0,0.0,0.0
2025,10,Metasa Limited,Dreamly,782.56,580.34,VAT,El Salvador,0.0,0.0,0.0
2025,10,,Intelico,506.18,434.1,VAT,Ukraine,0.0,0.0,0.0
2025,10,Metasa Limited,,-539.0,-464.46,REFUND,Belgium,21.0,-113.19,-97.54
2025,10,,Intelico,-387.03,-287.18,REFUND,Syrian Arab Republic (the),0.0,-0.0,-0.0
2025,10,Metasa Limited,Dreamly,768.38,768.38,SALE,Cambodia,0.0,0.0,0.0
2025,10,Metasa Limited,Dreamly,837.12,719.37,CAPTURE_FEE,Tajikistan,0.0,0.0,0.0
2025,10,Proto Group Ltd.,,-986.19,-847.47,CHARGEBACK,Chad,0.0,-0.0,-0.0
2025,10,Metasa Limited,Dreamly,268.39,201.36,CAPTURE_FEE,Kuwait,0.0,0.0,0.0
2025,10,,,-144.8,-107.74,CHARGEBACK,Spain,21.0,-30.408,-22.63
2025,10,,,-30.07,-25.79,REFUND,Viet Nam,0.0,-0.0,-0.0
2025,10,Metasa Limited,,366.35,274.38,DISCOUNT_FEE,Kiribati,0.0,0.0,0.0
2025,10,,,-1.46,-1.09,REFUND,Chile,0.0,-0.0,-0.0
2025,10,Metasa Limited,Intelico,-530.14,-394.62,CHARGEBACK,Taiwan (Province of China),0.0,-0.0,-0.0
2025,10,,,-977.61,-839.36,REFUND,Mozambique,0.0,-0.0,-0.0
2025,10,,Intelico,-296.79,-253.46,CHARGEBACK,Czech Republic,21.0,-62.325900000000004,-53.23
2025,10,Metasa Limited,,707.67,609.84,VAT,Luxembourg,17.0,0.0,0.0
2025,10,,Intelico,-880.26,-880.26,REFUND,Slovakia,23.0,-202.4598,-202.46
2025,10,,Dreamly,905.61,905.61,CAPTURE_FEE,Guadeloupe,0.0,0.0,0.0
2025,10,,Intelico,624.79,624.79,SALE,Uzbekistan,0.0,0.0,0.0
2025,10,Metasa Limited,Intelico,-632.17,-632.17,REFUND,Germany,19.0,-120.11229999999999,-120.11
2025,10,Metasa Limited,Intelico,395.45,340.59,CAPTURE_FEE,Azerbaijan,0.0,0.0,0.0
2025,10,Metasa Limited,Intelico,-182.15,-156.21,REFUND,Heard Island and McDonald Islands,0.0,-0.0,-0.0
2025,10,Proto Group Ltd.,Dreamly,-343.49,-256.04,REFUND,Tuvalu,0.0,-0.0,-0.0
2025,10,Metasa Limited,Dreamly,-512.49,-512.49,REFUND,Lesotho,0.0,-0.0,-0.0
2025,10,Proto Group Ltd.,Intelico,-922.5,-794.97,CHARGEBACK,Guinea-Bissau,0.0,-0.0,-0.0
2025,10,Metasa Limited,Dreamly,512.77,389.84,CAPTURE_FEE,South Africa,0.0,0.0,0.0
2025,10,,Dreamly,-9.4,-9.4,REFUND,Cabo Verde,0.0,-0.0,-0.0
2025,10,,,-280.47,-242.46,REFUND,Antarctica,0.0,-0.0,-0.0
2025,10,Proto Group Ltd.,Dreamly,-990.34,-990.34,CHARGEBACK,Saint Martin (French part),0.0,-0.0,-0.0
2025,10,Metasa Limited,Dreamly,746.87,746.87,VAT,Virgin Islands (U.S.),0.0,0.0,0.0
2025,10,Metasa Limited,Dreamly,691.23,691.23,SALE,Jamaica,0.0,0.0,0.0
2025,10,,Dreamly,97.34,83.44,VAT,Australia,0.0,0.0,0.0
2025,10,,Intelico,511.0,438.74,SALE,Oman,0.0,0.0,0.0
2025,10,,Intelico,450.88,335.92,CAPTURE_FEE,Luxembourg,17.0,0.0,0.0
2025,10,Proto Group Ltd.,Dreamly,-60.59,-44.93,CHARGEBACK,Algeria,0.0,-0.0,-0.0
2025,10,,Intelico,553.02,476.0,DISCOUNT_FEE,Morocco,0.0,0.0,0.0
2025,10,Metasa Limited,Intelico,-951.85,-706.28,REFUND,Russian Federation (the),0.0,-0.0,-0.0
2025,10,Proto Group Ltd.,,490.22,490.22,VAT,Niue,0.0,0.0,0.0
2025,10,Proto Group Ltd.,Dreamly,125.74,125.74,VAT,Nigeria,0.0,0.0,0.0
2025,10,Metasa Limited,Intelico,-585.51,-585.51,CHARGEBACK,Sao Tome and Principe,0.0,-0.0,-0.0
2025,10,Proto Group Ltd.,Intelico,186.31,158.83,CAPTURE_FEE,Sint Maarten (Dutch part),0.0,0.0,0.0
2025,10,Metasa Limited,Dreamly,20.05,17.19,DISCOUNT_FEE,Georgia,0.0,0.0,0.0
2025,10,,Dreamly,340.34,340.34,CAPTURE_FEE,Saudi Arabia,0.0,0.0,0.0
2025,10,,,83.09,71.4,CAPTURE_FEE,Venezuela (Bolivarian Republic of),0.0,0.0,0.0
2025,10,,Intelico,445.7,445.7,SALE,Suriname,0.0,0.0,0.0
2025,10,Proto Group Ltd.,,-515.67,-439.62,REFUND,Luxembourg,17.0,-87.6639,-74.74
2025,10,,,165.0,165.0,VAT,Mozambique,0.0,0.0,0.0
2025,10,,Dreamly,-523.44,-451.08,REFUND,Antarctica,0.0,-0.0,-0.0
2025,10,Metasa Limited,,940.4,809.22,CAPTURE_FEE,French Guiana,0.0,0.0,0.0
2025,10,,Intelico,-794.45,-794.45,REFUND,Mongolia,0.0,-0.0,-0.0
2025,10,,,-599.48,-449.71,CHARGEBACK,Bosnia and Herzegovina,0.0,-0.0,-0.0
2025,10,Proto Group Ltd.,Intelico,396.01,294.78,SALE,Russian Federation (the),0.0,0.0,0.0
2025,10,Metasa Limited,,-492.71,-492.71,CHARGEBACK,Bahrain,0.0,-0.0,-0.0
2025,10,,Intelico,-941.15,-941.15,REFUND,Gabon,0.0,-0.0,-0.0
2025,10,Proto Group Ltd.,Dreamly,776.97,576.85,VAT,Puerto Rico,0.0,0.0,0.0
2025,10,,Dreamly,738.81,550.71,SALE,Iraq,0.0,0.0,0.0
2025,10,,Intelico,-353.29,-353.29,CHARGEBACK,Holy See (the),0.0,-0.0,-0.0
2025,10,,Intelico,-576.62,-492.14,REFUND,Falkland Islands (the) [Malvinas],0.0,-0.0,-0.0
2025,10,Proto Group Ltd.,,586.08,436.49,SALE,Norway,0.0,0.0,0.0
2025,10,Proto Group Ltd.,Intelico,12.99,12.99,SALE,Togo,0.0,0.0,0.0
2025,10,Proto Group Ltd.,Intelico,-45.8,-45.8,CHARGEBACK,Sudan (the),0.0,-0.0,-0.0
2025,10,Proto Group Ltd.,Intelico,340.79,253.47,CAPTURE_FEE,Singapore,0.0,0.0,0.0
2025,10,Metasa Limited,,-95.03,-81.66,REFUND,Senegal,0.0,-0.0,-0.0
2025,10,Metasa Limited,Intelico,631.43,631.43,CAPTURE_FEE,Central African Republic (the),0.0,0.0,0.0
2025,10,,Dreamly,967.46,829.69,SALE,Libya,0.0,0.0,0.0
2025,10,Proto Group Ltd.,,-989.8,-989.8,REFUND,Andorra,0.0,-0.0,-0.0
2025,10,,,649.29,488.0,CAPTURE_FEE,Solomon Islands,0.0,0.0,0.0
2025,10,Proto Group Ltd.,Intelico,-95.99,-81.79,CHARGEBACK,Central African Republic (the),0.0,-0.0,-0.0
2025,10,Metasa Limited,,-275.65,-275.65,REFUND,New Zealand,0.0,-0.0,-0.0
2025,10,,Dreamly,41.53,30.97,CAPTURE_FEE,Gambia (the),0.0,0.0,0.0
2025,10,Proto Group Ltd.,Dreamly,-246.46,-183.38,CHARGEBACK,Honduras,0.0,-0.0,-0.0
2025,10,Proto Group Ltd.,,585.47,436.04,VAT,Gabon,0.0,0.0,0.0
2025,10,Proto Group Ltd.,Intelico,-947.24,-947.24,REFUND,Holy See (the),0.0,-0.0,-0.0
2025,10,Metasa Limited,Intelico,59.11,43.98,CAPTURE_FEE,Réunion,0.0,0.0,0.0
2025,10,,Intelico,181.36,181.36,SALE,Uruguay,0.0,0.0,0.0
2025,10,,Intelico,539.27,539.27,VAT,Svalbard and Jan Mayen,0.0,0.0,0.0
2025,10,Metasa Limited,Dreamly,549.07,549.07,SALE,Kazakhstan,0.0,0.0,0.0
2025,10,Proto Group Ltd.,Intelico,22.53,16.87,DISCOUNT_FEE,British Indian Ocean Territory (the),0.0,0.0,0.0
2025,10,Proto Group Ltd.,Dreamly,126.4,109.27,SALE,Sao Tome and Principe,0.0,0.0,0.0
2025,10,Metasa Limited,Dreamly,661.6,490.91,SALE,Egypt,0.0,0.0,0.0
2025,10,Metasa Limited,Dreamly,-178.61,-133.84,CHARGEBACK,Nigeria,0.0,-0.0,-0.0
2025,10,Metasa Limited,Dreamly,995.76,995.76,CAPTURE_FEE,Burundi,0.0,0.0,0.0
2025,10,,,-55.09,-55.09,CHARGEBACK,South Africa,0.0,-0.0,-0.0
2025,10,Metasa Limited,Dreamly,979.79,728.74,SALE,Eswatini,0.0,0.0,0.0
2025,10,Proto Group Ltd.,Intelico,-307.92,-266.18,REFUND,Korea (the Democratic People's Republic of),0.0,-0.0,-0.0
2025,10,Metasa Limited,Dreamly,860.19,640.64,CAPTURE_FEE,Madagascar,0.0,0.0,0.0
2025,10,Proto Group Ltd.,Intelico,33.12,33.12,VAT,Taiwan (Province of China),0.0,0.0,0.0
2025,10,Metasa Limited,Intelico,915.01,678.94,SALE,Mayotte,0.0,0.0,0.0
2025,10,Metasa Limited,,129.76,111.35,CAPTURE_FEE,Mozambique,0.0,0.0,0.0
2025,10,,Intelico,-32.31,-27.93,CHARGEBACK,Comoros (the),0.0,-0.0,-0.0
2025,10,Metasa Limited,Intelico,136.16,101.31,DISCOUNT_FEE,Austria,20.0,0.0,0.0
2025,10,Metasa Limited,,532.43,532.43,DISCOUNT_FEE,Mali,0.0,0.0,0.0
2025,10,Proto Group Ltd.,Intelico,598.07,598.07,CAPTURE_FEE,Mali,0.0,0.0,0.0
2025,10,,Intelico,264.61,198.17,SALE,Peru,0.0,0.0,0.0
2025,10,Metasa Limited,Intelico,-116.66,-86.8,CHARGEBACK,Bangladesh,0.0,-0.0,-0.0
2025,10,Metasa Limited,,90.45,77.71,SALE,Colombia,0.0,0.0,0.0
2025,10,Metasa Limited,Dreamly,444.48,332.9,SALE,Saint Martin (French part),0.0,0.0,0.0
2025,10,,Dreamly,658.96,495.24,DISCOUNT_FEE,United States Minor Outlying Islands (the),0.0,0.0,0.0
2025,10,Metasa Limited,Intelico,683.46,517.53,VAT,Australia,0.0,0.0,0.0
2025,10,Proto Group Ltd.,Intelico,136.81,136.81,SALE,Japan,0.0,0.0,0.0
2025,10,Metasa Limited,Intelico,447.88,335.99,SALE,France,20.0,89.57600000000001,67.2
2025,10,Metasa Limited,Dreamly,642.94,642.94,SALE,Bermuda,0.0,0.0,0.0
2025,10,Metasa Limited,Dreamly,403.87,403.87,SALE,Uzbekistan,0.0,0.0,0.0
2025,10,Metasa Limited,,411.25,353.09,SALE,Kuwait,0.0,0.0,0.0
2025,10,Proto Group Ltd.,Intelico,942.17,811.46,CAPTURE_FEE,Heard Island and McDonald Islands,0.0,0.0,0.0
2025,10,Metasa Limited,Intelico,485.84,485.84,SALE,Guyana,0.0,0.0,0.0
2025,10,Proto Group Ltd.,Intelico,162.27,139.65,CAPTURE_FEE,Bahamas (the),0.0,0.0,0.0
2025,10,Metasa Limited,Intelico,856.29,737.5,DISCOUNT_FEE,Tajikistan,0.0,0.0,0.0
2025,10,,,-961.45,-961.45,CHARGEBACK,Senegal,0.0,-0.0,-0.0
2025,10,,Dreamly,-732.25,-732.25,CHARGEBACK,Pakistan,0.0,-0.0,-0.0
2025,10,Proto Group Ltd.,Intelico,-592.98,-444.1,CHARGEBACK,Niue,0.0,-0.0,-0.0
2025,10,Metasa Limited,Intelico,-551.37,-551.37,CHARGEBACK,Uruguay,0.0,-0.0,-0.0
2025,10,Metasa Limited,Dreamly,544.88,467.84,CAPTURE_FEE,Turkmenistan,0.0,0.0,0.0
2025,10,Proto Group Ltd.,Dreamly,324.59,243.09,CAPTURE_FEE,Eritrea,0.0,0.0,0.0
2025,10,,Intelico,498.64,498.64,CAPTURE_FEE,Ukraine,0.0,0.0,0.0
2025,10,,Dreamly,-106.97,-106.97,REFUND,Greece,0.0,-0.0,-0.0
2025,10,Metasa Limited,Intelico,212.51,212.51,DISCOUNT_FEE,Norfolk Island,0.0,0.0,0.0
2025,10,,Dreamly,-595.79,-446.99,REFUND,South Sudan,0.0,-0.0,-0.0
2025,10,,,-983.0,-838.03,CHARGEBACK,Bermuda,0.0,-0.0,-0.0
2025,10,,,931.68,802.88,VAT,Mali,0.0,0.0,0.0
2025,10,Proto Group Ltd.,,206.24,176.92,VAT,New Caledonia,0.0,0.0,0.0
2025,10,Metasa Limited,,-14.27,-14.27,CHARGEBACK,Angola,0.0,-0.0,-0.0
2025,10,Metasa Limited,,51.78,51.78,DISCOUNT_FEE,Dominican Republic (the),0.0,0.0,0.0
2025,10,,,-339.54,-258.14,CHARGEBACK,Slovakia,23.0,-78.09420000000001,-59.37
2025,10,,,-268.89,-268.89,CHARGEBACK,Denmark,25.0,-67.2225,-67.22
2025,10,Proto Group Ltd.,,650.16,559.47,CAPTURE_FEE,Wallis and Futuna,0.0,0.0,0.0
2025,10,Proto Group Ltd.,Dreamly,-12.58,-10.83,CHARGEBACK,Sao Tome and Principe,0.0,-0.0,-0.0
2025,10,Metasa Limited,Intelico,460.46,460.46,VAT,Pakistan,0.0,0.0,0.0
2025,10,Proto Group Ltd.,,71.64,61.67,DISCOUNT_FEE,American Samoa,0.0,0.0,0.0
2025,10,Proto Group Ltd.,,-412.17,-412.17,REFUND,"Bonaire, Sint Eustatius and Saba",0.0,-0.0,-0.0
2025,10,Metasa Limited,,961.19,961.19,CAPTURE_FEE,Tunisia,0.0,0.0,0.0
2025,10,,Dreamly,0.58,0.43,DISCOUNT_FEE,New Caledonia,0.0,0.0,0.0
2025,10,Metasa Limited,,282.55,282.55,CAPTURE_FEE,France,20.0,0.0,0.0
2025,10,Proto Group Ltd.,,704.08,527.3,CAPTURE_FEE,Congo (the),0.0,0.0,0.0
2025,10,,,113.27,113.27,VAT,Argentina,0.0,0.0,0.0
2025,10,,Dreamly,491.42,364.43,SALE,Togo,0.0,0.0,0.0
2025,10,Metasa Limited,Dreamly,819.81,819.81,CAPTURE_FEE,Malawi,0.0,0.0,0.0
2025,10,,Intelico,-789.81,-586.04,CHARGEBACK,"Tanzania, the United Republic of",0.0,-0.0,-0.0
2025,10,Metasa Limited,,-627.86,-470.79,REFUND,France,20.0,-125.572,-94.16
2025,10,Proto Group Ltd.,Dreamly,-884.48,-759.93,REFUND,Tuvalu,0.0,-0.0,-0.0
2025,10,,Dreamly,834.27,712.46,SALE,Norway,0.0,0.0,0.0
2025,10,Proto Group Ltd.,Intelico,15.17,13.0,SALE,Namibia,20.0,3.0340000000000003,2.6
2025,10,Metasa Limited,,449.32,337.13,DISCOUNT_FEE,Saint Vincent and the Grenadines,0.0,0.0,0.0
2025,10,Metasa Limited,Dreamly,297.31,255.27,SALE,Angola,0.0,0.0,0.0
2025,10,Metasa Limited,Dreamly,343.53,294.46,VAT,Libya,0.0,0.0,0.0
2025,10,Proto Group Ltd.,Intelico,874.06,656.89,DISCOUNT_FEE,Saudi Arabia,0.0,0.0,0.0
2025,10,,,-376.8,-280.73,REFUND,Oman,0.0,-0.0,-0.0
2025,10,Metasa Limited,Intelico,-104.19,-89.41,CHARGEBACK,Myanmar,0.0,-0.0,-0.0
2025,10,Metasa Limited,,94.59,81.28,CAPTURE_FEE,Lao People's Democratic Republic (the),0.0,0.0,0.0
2025,10,Proto Group Ltd.,,-735.27,-735.27,CHARGEBACK,North Macedonia,0.0,-0.0,-0.0
2025,10,Metasa Limited,Dreamly,-430.3,-319.28,CHARGEBACK,Ukraine,0.0,-0.0,-0.0
2025,10,,,-151.47,-112.33,REFUND,Guinea-Bissau,0.0,-0.0,-0.0
2025,10,Metasa Limited,,641.51,481.3,SALE,Marshall Islands (the),0.0,0.0,0.0
2025,10,,,558.61,558.61,CAPTURE_FEE,Guatemala,0.0,0.0,0.0
2025,10,,Intelico,77.76,66.93,DISCOUNT_FEE,Bermuda,0.0,0.0,0.0
2025,10,Metasa Limited,,665.79,665.79,CAPTURE_FEE,Iceland,0.0,0.0,0.0
2025,10,Metasa Limited,Intelico,-541.58,-464.6,CHARGEBACK,New Caledonia,0.0,-0.0,-0.0
2025,10,Metasa Limited,Dreamly,-333.07,-333.07,REFUND,French Southern Territories (the),0.0,-0.0,-0.0
2025,10,,,-812.93,-812.93,CHARGEBACK,Canada,0.0,-0.0,-0.0
2025,10,Proto Group Ltd.,Dreamly,-781.21,-670.39,REFUND,Viet Nam,0.0,-0.0,-0.0
2025,10,,,435.8,326.78,DISCOUNT_FEE,Martinique,0.0,0.0,0.0
2025,10,Metasa Limited,Intelico,-899.14,-677.9,CHARGEBACK,Russian Federation (the),0.0,-0.0,-0.0
2025,10,Metasa Limited,Intelico,957.95,716.42,DISCOUNT_FEE,Serbia,0.0,0.0,0.0
2025,10,Metasa Limited,Dreamly,963.66,963.66,SALE,Belize,0.0,0.0,0.0
2025,10,,Dreamly,91.28,91.28,VAT,Guinea,0.0,0.0,0.0
2025,10,Metasa Limited,Intelico,654.85,488.13,DISCOUNT_FEE,Lesotho,0.0,0.0,0.0
2025,10,Metasa Limited,,125.81,125.81,CAPTURE_FEE,Guam,0.0,0.0,0.0
2025,10,Proto Group Ltd.,Dreamly,86.0,86.0,CAPTURE_FEE,"Saint Helena, Ascension and Tristan da Cunha",0.0,0.0,0.0
2025,10,,,-667.49,-667.49,CHARGEBACK,El Salvador,0.0,-0.0,-0.0
2025,10,,Intelico,123.27,123.27,SALE,Kyrgyzstan,0.0,0.0,0.0
2025,10,,,-978.65,-978.65,REFUND,Liechtenstein,0.0,-0.0,-0.0
2025,10,,Intelico,778.55,667.52,CAPTURE_FEE,Seychelles,0.0,0.0,0.0
2025,10,Metasa Limited,Dreamly,69.52,69.52,CAPTURE_FEE,Netherlands,21.0,0.0,0.0
2025,10,,,-213.76,-213.76,REFUND,Peru,0.0,-0.0,-0.0
2025,10,Proto Group Ltd.,,803.43,803.43,VAT,Russian Federation (the),0.0,0.0,0.0
2025,10,Metasa Limited,Dreamly,822.14,613.09,SALE,Micronesia (Federated States of),0.0,0.0,0.0
2025,10,,Intelico,-970.94,-970.94,REFUND,"Tanzania, the United Republic of",0.0,-0.0,-0.0
2025,10,Proto Group Ltd.,,-90.87,-78.09,REFUND,Türkiye,0.0,-0.0,-0.0
2025,10,,Dreamly,-570.27,-427.1,CHARGEBACK,Sint Maarten (Dutch part),0.0,-0.0,-0.0
2025,10,,Dreamly,616.0,616.0,SALE,Latvia,21.0,129.35999999999999,129.36
